Game Number,Player 1 Name,Player 2 Name,Player 1 Moves,Player 2 Moves,Player 1 Parameter,Player 2 Parameter,Player 1 Avg Time,Player 2 Avg Time,Winner,Timestamp
881,RandomPlayer,MiniMax w/ CustomHeuristic,20,20,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:22:19
882,MiniMax w/ CustomHeuristic,RandomPlayer,22,21,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:22:19
883,RandomPlayer,MiniMax w/ CustomHeuristic,21,21,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:22:19
884,MiniMax w/ CustomHeuristic,RandomPlayer,19,18,Depth: 4,Zufall,2,0,MiniMax w/ CustomHeuristic,2024-10-15 20:22:19
885,RandomPlayer,MiniMax w/ CustomHeuristic,20,20,Zufall,Depth: 5,0,4,MiniMax w/ CustomHeuristic,2024-10-15 20:22:19
886,MiniMax w/ CustomHeuristic,RandomPlayer,23,22,Depth: 6,Zufall,65,0,MiniMax w/ CustomHeuristic,2024-10-15 20:22:21
887,RandomPlayer,MiniMax w/ CustomHeuristic,31,30,Zufall,Depth: 7,0,84,Draw,2024-10-15 20:22:23
888,MiniMax w/ CustomHeuristic,RandomPlayer,26,25,Depth: 8,Zufall,1319,0,MiniMax w/ CustomHeuristic,2024-10-15 20:22:58
889,RandomPlayer,MiniMax w/ CustomHeuristic,20,20,Zufall,Depth: 9,0,624,MiniMax w/ CustomHeuristic,2024-10-15 20:23:10
890,MiniMax w/ CustomHeuristic,RandomPlayer,23,22,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:23:10
891,RandomPlayer,MiniMax w/ CustomHeuristic,22,22,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:23:10
892,MiniMax w/ CustomHeuristic,RandomPlayer,18,17,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:23:10
893,RandomPlayer,MiniMax w/ CustomHeuristic,17,17,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:23:10
894,MiniMax w/ CustomHeuristic,RandomPlayer,26,25,Depth: 4,Zufall,1,0,MiniMax w/ CustomHeuristic,2024-10-15 20:23:10
895,RandomPlayer,MiniMax w/ CustomHeuristic,29,29,Zufall,Depth: 5,0,1,MiniMax w/ CustomHeuristic,2024-10-15 20:23:10
896,MiniMax w/ CustomHeuristic,RandomPlayer,23,22,Depth: 6,Zufall,24,0,MiniMax w/ CustomHeuristic,2024-10-15 20:23:11
897,RandomPlayer,MiniMax w/ CustomHeuristic,22,22,Zufall,Depth: 7,0,98,MiniMax w/ CustomHeuristic,2024-10-15 20:23:13
898,MiniMax w/ CustomHeuristic,RandomPlayer,30,30,Depth: 8,Zufall,64,0,RandomPlayer,2024-10-15 20:23:15
899,RandomPlayer,MiniMax w/ CustomHeuristic,18,18,Zufall,Depth: 9,0,2176,MiniMax w/ CustomHeuristic,2024-10-15 20:23:54
900,MiniMax w/ CustomHeuristic,RandomPlayer,18,17,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:23:54
901,RandomPlayer,MiniMax w/ CustomHeuristic,18,18,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:23:54
902,MiniMax w/ CustomHeuristic,RandomPlayer,18,17,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:23:54
903,RandomPlayer,MiniMax w/ CustomHeuristic,19,19,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:23:54
904,MiniMax w/ CustomHeuristic,RandomPlayer,26,26,Depth: 4,Zufall,1,0,RandomPlayer,2024-10-15 20:23:54
905,RandomPlayer,MiniMax w/ CustomHeuristic,28,27,Zufall,Depth: 5,0,3,RandomPlayer,2024-10-15 20:23:54
906,MiniMax w/ CustomHeuristic,RandomPlayer,19,18,Depth: 6,Zufall,76,0,MiniMax w/ CustomHeuristic,2024-10-15 20:23:56
907,RandomPlayer,MiniMax w/ CustomHeuristic,21,21,Zufall,Depth: 7,0,77,MiniMax w/ CustomHeuristic,2024-10-15 20:23:57
908,MiniMax w/ CustomHeuristic,RandomPlayer,22,21,Depth: 8,Zufall,360,0,MiniMax w/ CustomHeuristic,2024-10-15 20:24:05
909,RandomPlayer,MiniMax w/ CustomHeuristic,16,16,Zufall,Depth: 9,0,548,MiniMax w/ CustomHeuristic,2024-10-15 20:24:14
910,MiniMax w/ CustomHeuristic,RandomPlayer,24,24,Depth: 0,Zufall,0,0,Draw,2024-10-15 20:24:14
911,RandomPlayer,MiniMax w/ CustomHeuristic,19,19,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:24:14
912,MiniMax w/ CustomHeuristic,RandomPlayer,19,18,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:24:14
913,RandomPlayer,MiniMax w/ CustomHeuristic,17,17,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:24:14
914,MiniMax w/ CustomHeuristic,RandomPlayer,19,18,Depth: 4,Zufall,1,0,MiniMax w/ CustomHeuristic,2024-10-15 20:24:14
915,RandomPlayer,MiniMax w/ CustomHeuristic,31,30,Zufall,Depth: 5,0,3,Draw,2024-10-15 20:24:14
916,MiniMax w/ CustomHeuristic,RandomPlayer,23,22,Depth: 6,Zufall,35,0,MiniMax w/ CustomHeuristic,2024-10-15 20:24:15
917,RandomPlayer,MiniMax w/ CustomHeuristic,20,20,Zufall,Depth: 7,0,57,MiniMax w/ CustomHeuristic,2024-10-15 20:24:16
918,MiniMax w/ CustomHeuristic,RandomPlayer,24,23,Depth: 8,Zufall,435,0,MiniMax w/ CustomHeuristic,2024-10-15 20:24:26
919,RandomPlayer,MiniMax w/ CustomHeuristic,19,19,Zufall,Depth: 9,0,272,MiniMax w/ CustomHeuristic,2024-10-15 20:24:32
920,MiniMax w/ CustomHeuristic,RandomPlayer,17,16,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:24:32
921,RandomPlayer,MiniMax w/ CustomHeuristic,24,24,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:24:32
922,MiniMax w/ CustomHeuristic,RandomPlayer,17,16,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:24:32
923,RandomPlayer,MiniMax w/ CustomHeuristic,19,19,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:24:32
924,MiniMax w/ CustomHeuristic,RandomPlayer,23,22,Depth: 4,Zufall,2,0,MiniMax w/ CustomHeuristic,2024-10-15 20:24:32
925,RandomPlayer,MiniMax w/ CustomHeuristic,22,22,Zufall,Depth: 5,0,8,MiniMax w/ CustomHeuristic,2024-10-15 20:24:32
926,MiniMax w/ CustomHeuristic,RandomPlayer,20,19,Depth: 6,Zufall,34,0,MiniMax w/ CustomHeuristic,2024-10-15 20:24:33
927,RandomPlayer,MiniMax w/ CustomHeuristic,28,28,Zufall,Depth: 7,0,38,MiniMax w/ CustomHeuristic,2024-10-15 20:24:34
928,MiniMax w/ CustomHeuristic,RandomPlayer,26,25,Depth: 8,Zufall,67,0,MiniMax w/ CustomHeuristic,2024-10-15 20:24:35
929,RandomPlayer,MiniMax w/ CustomHeuristic,22,22,Zufall,Depth: 9,0,486,MiniMax w/ CustomHeuristic,2024-10-15 20:24:46
930,MiniMax w/ CustomHeuristic,RandomPlayer,18,17,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:24:46
931,RandomPlayer,MiniMax w/ CustomHeuristic,17,17,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:24:46
932,MiniMax w/ CustomHeuristic,RandomPlayer,23,22,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:24:46
933,RandomPlayer,MiniMax w/ CustomHeuristic,16,16,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:24:46
934,MiniMax w/ CustomHeuristic,RandomPlayer,21,20,Depth: 4,Zufall,1,0,MiniMax w/ CustomHeuristic,2024-10-15 20:24:46
935,RandomPlayer,MiniMax w/ CustomHeuristic,24,24,Zufall,Depth: 5,0,2,MiniMax w/ CustomHeuristic,2024-10-15 20:24:46
936,MiniMax w/ CustomHeuristic,RandomPlayer,25,25,Depth: 6,Zufall,27,0,RandomPlayer,2024-10-15 20:24:47
937,RandomPlayer,MiniMax w/ CustomHeuristic,19,19,Zufall,Depth: 7,0,30,MiniMax w/ CustomHeuristic,2024-10-15 20:24:47
938,MiniMax w/ CustomHeuristic,RandomPlayer,27,26,Depth: 8,Zufall,72,0,MiniMax w/ CustomHeuristic,2024-10-15 20:24:49
939,RandomPlayer,MiniMax w/ CustomHeuristic,21,21,Zufall,Depth: 9,0,826,MiniMax w/ CustomHeuristic,2024-10-15 20:25:07
940,MiniMax w/ CustomHeuristic,RandomPlayer,16,15,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:25:07
941,RandomPlayer,MiniMax w/ CustomHeuristic,25,24,Zufall,Depth: 1,0,0,Draw,2024-10-15 20:25:07
942,MiniMax w/ CustomHeuristic,RandomPlayer,22,21,Depth: 2,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:25:07
943,RandomPlayer,MiniMax w/ CustomHeuristic,19,19,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:25:07
944,MiniMax w/ CustomHeuristic,RandomPlayer,20,19,Depth: 4,Zufall,2,0,MiniMax w/ CustomHeuristic,2024-10-15 20:25:07
945,RandomPlayer,MiniMax w/ CustomHeuristic,18,18,Zufall,Depth: 5,0,6,MiniMax w/ CustomHeuristic,2024-10-15 20:25:07
946,MiniMax w/ CustomHeuristic,RandomPlayer,25,24,Depth: 6,Zufall,8,0,MiniMax w/ CustomHeuristic,2024-10-15 20:25:07
947,RandomPlayer,MiniMax w/ CustomHeuristic,22,21,Zufall,Depth: 7,0,50,RandomPlayer,2024-10-15 20:25:08
948,MiniMax w/ CustomHeuristic,RandomPlayer,25,24,Depth: 8,Zufall,445,0,MiniMax w/ CustomHeuristic,2024-10-15 20:25:19
949,RandomPlayer,MiniMax w/ CustomHeuristic,20,20,Zufall,Depth: 9,0,258,MiniMax w/ CustomHeuristic,2024-10-15 20:25:25
950,MiniMax w/ CustomHeuristic,RandomPlayer,27,26,Depth: 0,Zufall,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:25:25
951,RandomPlayer,MiniMax w/ CustomHeuristic,20,20,Zufall,Depth: 1,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:25:25
952,MiniMax w/ CustomHeuristic,RandomPlayer,24,24,Depth: 2,Zufall,0,0,RandomPlayer,2024-10-15 20:25:25
953,RandomPlayer,MiniMax w/ CustomHeuristic,23,23,Zufall,Depth: 3,0,0,MiniMax w/ CustomHeuristic,2024-10-15 20:25:25
954,MiniMax w/ CustomHeuristic,RandomPlayer,23,23,Depth: 4,Zufall,1,0,RandomPlayer,2024-10-15 20:25:25
955,RandomPlayer,MiniMax w/ CustomHeuristic,18,18,Zufall,Depth: 5,0,11,MiniMax w/ CustomHeuristic,2024-10-15 20:25:25
956,MiniMax w/ CustomHeuristic,RandomPlayer,27,26,Depth: 6,Zufall,14,0,MiniMax w/ CustomHeuristic,2024-10-15 20:25:25
957,RandomPlayer,MiniMax w/ CustomHeuristic,19,19,Zufall,Depth: 7,0,135,MiniMax w/ CustomHeuristic,2024-10-15 20:25:28
958,MiniMax w/ CustomHeuristic,RandomPlayer,21,20,Depth: 8,Zufall,272,0,MiniMax w/ CustomHeuristic,2024-10-15 20:25:34
